movieId,title,genres,description,metadata
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,"A movie about Heavyweights. Genres: Children, Comedy.","{""Genre"": ""Children, Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
251,"Hunted, The (1995)",Action,"A movie about Hunted, The. Genres: Action.","{""Genre"": ""Action"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
252,I.Q. (1994),Comedy|Romance,"A movie about I.Q.. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,"A movie about Interview with the Vampire: The Vampire Chronicles. Genres: Drama, Horror.","{""Genre"": ""Drama, Horror"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
254,Jefferson in Paris (1995),Drama,A movie about Jefferson in Paris. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
255,"Jerky Boys, The (1995)",Comedy,"A movie about Jerky Boys, The. Genres: Comedy.","{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
256,Junior (1994),Comedy|Sci-Fi,"A movie about Junior. Genres: Comedy, Sci-Fi.","{""Genre"": ""Comedy, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
257,Just Cause (1995),Mystery|Thriller,"A movie about Just Cause. Genres: Mystery, Thriller.","{""Genre"": ""Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"A movie about Kid in King Arthur's Court, A. Genres: Adventure, Children, Comedy, Fantasy, Romance.","{""Genre"": ""Adventure, Children, Comedy, Fantasy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
259,Kiss of Death (1995),Crime|Drama|Thriller,"A movie about Kiss of Death. Genres: Crime, Drama, Thriller.","{""Genre"": ""Crime, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,"A movie about Star Wars: Episode IV - A New Hope. Genres: Action, Adventure, Sci-Fi.","{""Genre"": ""Action, Adventure, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
261,Little Women (1994),Drama,A movie about Little Women. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
262,"Little Princess, A (1995)",Children|Drama,"A movie about Little Princess, A. Genres: Children, Drama.","{""Genre"": ""Children, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
263,Ladybird Ladybird (1994),Drama,A movie about Ladybird Ladybird. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
264,"Enfer, L' (1994)",Drama,"A movie about Enfer, L'. Genres: Drama.","{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,"A movie about Like Water for Chocolate. Genres: Drama, Fantasy, Romance.","{""Genre"": ""Drama, Fantasy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
266,Legends of the Fall (1994),Drama|Romance|War|Western,"A movie about Legends of the Fall. Genres: Drama, Romance, War, Western.","{""Genre"": ""Drama, Romance, War, Western"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
267,Major Payne (1995),Comedy,A movie about Major Payne. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
268,Little Odessa (1994),Crime|Drama,"A movie about Little Odessa. Genres: Crime, Drama.","{""Genre"": ""Crime, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
269,My Crazy Life (Mi vida loca) (1993),Drama,A movie about My Crazy Life. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
270,Love Affair (1994),Drama|Romance,"A movie about Love Affair. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
271,Losing Isaiah (1995),Drama,A movie about Losing Isaiah. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
272,"Madness of King George, The (1994)",Comedy|Drama,"A movie about Madness of King George, The. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,"A movie about Mary Shelley's Frankenstein. Genres: Drama, Horror, Sci-Fi.","{""Genre"": ""Drama, Horror, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
274,Man of the House (1995),Comedy,A movie about Man of the House. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
275,Mixed Nuts (1994),Comedy,A movie about Mixed Nuts. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
276,Milk Money (1994),Comedy|Romance,"A movie about Milk Money. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
277,Miracle on 34th Street (1994),Drama,A movie about Miracle on 34th Street. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
278,Miami Rhapsody (1995),Comedy,A movie about Miami Rhapsody. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
279,My Family (1995),Drama,A movie about My Family. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
280,Murder in the First (1995),Drama|Thriller,"A movie about Murder in the First. Genres: Drama, Thriller.","{""Genre"": ""Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
281,Nobody's Fool (1994),Comedy|Drama|Romance,"A movie about Nobody's Fool. Genres: Comedy, Drama, Romance.","{""Genre"": ""Comedy, Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
282,Nell (1994),Drama,A movie about Nell. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
283,New Jersey Drive (1995),Crime|Drama,"A movie about New Jersey Drive. Genres: Crime, Drama.","{""Genre"": ""Crime, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,"A movie about New York Cop. Genres: Action, Crime.","{""Genre"": ""Action, Crime"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
285,Beyond Bedlam (1993),Drama|Horror,"A movie about Beyond Bedlam. Genres: Drama, Horror.","{""Genre"": ""Drama, Horror"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,"A movie about Nemesis 2: Nebula. Genres: Action, Sci-Fi, Thriller.","{""Genre"": ""Action, Sci-Fi, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
287,Nina Takes a Lover (1994),Comedy|Romance,"A movie about Nina Takes a Lover. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
288,Natural Born Killers (1994),Action|Crime|Thriller,"A movie about Natural Born Killers. Genres: Action, Crime, Thriller.","{""Genre"": ""Action, Crime, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
289,Only You (1994),Comedy|Romance,"A movie about Only You. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
290,Once Were Warriors (1994),Crime|Drama,"A movie about Once Were Warriors. Genres: Crime, Drama.","{""Genre"": ""Crime, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.","{""Title"": ""Outbreak"", ""Description"": ""A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House."", ""Genre"": ""Action, Drama, Science Fiction, Thriller"", ""Year"": ""1995"", ""Director"": ""Wolfgang Petersen"", ""Runtime"": 127, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg""}"
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,"A movie about Léon: The Professional. Genres: Action, Crime, Drama, Thriller.","{""Genre"": ""Action, Crime, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
294,"Perez Family, The (1995)",Comedy|Romance,"A movie about Perez Family, The. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,"A movie about Pyromaniac's Love Story, A. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,"A movie about Pulp Fiction. Genres: Comedy, Crime, Drama, Thriller.","{""Genre"": ""Comedy, Crime, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
297,Panther (1995),Drama,A movie about Panther. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
298,Pushing Hands (Tui shou) (1992),Drama,A movie about Pushing Hands. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
299,Priest (1994),Drama,A movie about Priest. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
300,Quiz Show (1994),Drama,A movie about Quiz Show. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
301,Picture Bride (Bijo photo) (1994),Drama|Romance,"A movie about Picture Bride. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,"A movie about Queen Margot. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,"A movie about Quick and the Dead, The. Genres: Action, Thriller, Western.","{""Genre"": ""Action, Thriller, Western"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
304,Roommates (1995),Comedy|Drama,"A movie about Roommates. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,A movie about Ready to Wear. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,A movie about Three Colors: Red. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,A movie about Three Colors: Blue. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,"A movie about Three Colors: White. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,"A movie about Red Firecracker, Green Firecracker. Genres: Drama.","{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
310,Rent-a-Kid (1995),Comedy,A movie about Rent-a-Kid. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
311,Relative Fear (1994),Horror|Thriller,"A movie about Relative Fear. Genres: Horror, Thriller.","{""Genre"": ""Horror, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
312,Stuart Saves His Family (1995),Comedy,A movie about Stuart Saves His Family. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
313,"Swan Princess, The (1994)",Animation|Children,"A movie about Swan Princess, The. Genres: Animation, Children.","{""Genre"": ""Animation, Children"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,"A movie about Secret of Roan Inish, The. Genres: Children, Drama, Fantasy, Mystery.","{""Genre"": ""Children, Drama, Fantasy, Mystery"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
315,"Specialist, The (1994)",Action|Drama|Thriller,"A movie about Specialist, The. Genres: Action, Drama, Thriller.","{""Genre"": ""Action, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
316,Stargate (1994),Action|Adventure|Sci-Fi,"A movie about Stargate. Genres: Action, Adventure, Sci-Fi.","{""Genre"": ""Action, Adventure, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,"A movie about Santa Clause, The. Genres: Comedy, Drama, Fantasy.","{""Genre"": ""Comedy, Drama, Fantasy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
318,"Shawshank Redemption, The (1994)",Crime|Drama,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","{""Title"": ""The Shawshank Redemption"", ""Description"": ""Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."", ""Genre"": ""Drama, Crime"", ""Year"": ""1994"", ""Director"": ""Frank Darabont"", ""Runtime"": 142, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg""}"
319,Shallow Grave (1994),Comedy|Drama|Thriller,"A movie about Shallow Grave. Genres: Comedy, Drama, Thriller.","{""Genre"": ""Comedy, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
320,Suture (1993),Film-Noir|Thriller,"A movie about Suture. Genres: Film-Noir, Thriller.","{""Genre"": ""Film-Noir, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,A movie about Strawberry and Chocolate. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
322,Swimming with Sharks (1995),Comedy|Drama,"A movie about Swimming with Sharks. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
324,"Sum of Us, The (1994)",Comedy|Drama,"A movie about Sum of Us, The. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
325,National Lampoon's Senior Trip (1995),Comedy,A movie about National Lampoon's Senior Trip. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
326,To Live (Huozhe) (1994),Drama,A movie about To Live. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
327,Tank Girl (1995),Action|Comedy|Sci-Fi,"A movie about Tank Girl. Genres: Action, Comedy, Sci-Fi.","{""Genre"": ""Action, Comedy, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,"A movie about Tales from the Crypt Presents: Demon Knight. Genres: Horror, Thriller.","{""Genre"": ""Horror, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,"A movie about Star Trek: Generations. Genres: Adventure, Drama, Sci-Fi.","{""Genre"": ""Adventure, Drama, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
330,Tales from the Hood (1995),Action|Crime|Horror,"A movie about Tales from the Hood. Genres: Action, Crime, Horror.","{""Genre"": ""Action, Crime, Horror"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
331,Tom & Viv (1994),Drama,A movie about Tom & Viv. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
332,Village of the Damned (1995),Horror|Sci-Fi,"A movie about Village of the Damned. Genres: Horror, Sci-Fi.","{""Genre"": ""Horror, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
333,Tommy Boy (1995),Comedy,A movie about Tommy Boy. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
334,Vanya on 42nd Street (1994),Drama,A movie about Vanya on 42nd Street. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
335,Underneath (1995),Mystery|Thriller,"A movie about Underneath. Genres: Mystery, Thriller.","{""Genre"": ""Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
